phase-b65107f5	case.p8.chair.no_new_zone	1440	pass	11s	load1=30.57	NOTE: predicate: 'No matching tools or Desk items.' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1031, 'y': 73, 'w': 382, 'h': 44}
phase-b65107f5	case.p8.chair.no_new_zone	393	pass	12s	load1=32.16	NOTE: predicate: 'No matching tools or Desk items.' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 15, 'y': 51, 'w': 363, 'h': 44}
phase-b65107f5	case.p8.delete_twice.both_gone	1440	pass	48s	load1=30.98	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_a585b580f486 answered 404; GET /api/decisions/decision_74c117f85e7e answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 651, 'y': 748, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.delete_twice.both_gone	393	pass	28s	load1=27.38	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_59daf656bebe answered 404; GET /api/decisions/decision_b88b85b3d739 answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 127, 'y': 628, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.delete_then_leave.gone	1440	pass	28s	load1=25.82	NOTE: predicate: all_of: protocol_status: DELETE /api/decisions/decision_e034bc8d856f answered 200, wanted 200 (body sha256 dc9a8cb432ca) | protocol_reads: GET /api/decisions/decision_e034bc8d856f answered 404
phase-b65107f5	case.p8.delete_then_leave.gone	393	pass	16s	load1=22.97	NOTE: predicate: all_of: protocol_status: DELETE /api/decisions/decision_e5680dbc9f3c answered 200, wanted 200 (body sha256 3825f093e844) | protocol_reads: GET /api/decisions/decision_e5680dbc9f3c answered 404
phase-b65107f5	case.p8.chair.delete_withheld	1440	pass	21s	load1=19.27	NOTE: predicate: all_of: readable_text: 'Open the Floor or the list' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1031, 'y': 96, 'w': 382, 'h': 26} | attr_equals: aria-disabled='true', wanted 'true' | protocol_reads: GET /api/decisions/decision_43b284989d5b answered 200
phase-b65107f5	case.p8.chair.delete_withheld	393	pass	16s	load1=17.73	NOTE: predicate: all_of: readable_text: 'Open the Floor or the list' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 15, 'y': 74, 'w': 363, 'h': 26} | attr_equals: aria-disabled='true', wanted 'true' | protocol_reads: GET /api/decisions/decision_2cc74bed6c57 answered 200
phase-b65107f5	case.p8.decision_heads.hidden	1440	pass	10s	load1=14.96	NOTE: predicate: all_of: readable_text: 'DECISION CONTEXT' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 1037, 'y': 117, 'w': 370, 'h': 94} | text_absent: 'CONSEQUENCES' absent at observe_at
phase-b65107f5	case.p8.decision_heads.hidden	393	pass	10s	load1=15.47	NOTE: predicate: all_of: readable_text: 'DECISION CONTEXT' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 15, 'y': 439, 'w': 363, 'h': 122} | text_absent: 'CONSEQUENCES' absent at observe_at
phase-b65107f5	case.p8.zone_create.second_unnamed.op	op	pass	3s	load1=15.43	NOTE: predicate: all 3 facts hold: observe_at <root> holds; observe_at <root> holds; the trigger operation_id is absent
phase-b65107f5	case.p8.zone_rename.list.op	op	pass	3s	load1=15.43	NOTE: predicate: all 3 facts hold: observe_at directory.id holds; observe_at directory.name holds; the trigger operation_id is absent
phase-b65107f5	case.p8.zone_rename.name_taken_list.op	op	pass	3s	load1=14.84	NOTE: predicate: all 3 facts hold: the trigger error holds; the trigger existing_name holds; observe_at directory.name holds
phase-b65107f5	case.p8.delete_twice.both_gone.op	op	pass	3s	load1=14.93	NOTE: predicate: all 10 facts hold: observe_at <root> holds; observe_at <root> holds; op read #0 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #0 (kernel.receipt.read) objects.0.receipt.state holds; op read #0 (kernel.receipt.read) objects.0.receipt.actor_kind holds; op read #0
phase-b65107f5	case.p8.list_delete.gone	1440	pass	37s	load1=15.21	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_2b228a1683f5 answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 651, 'y': 788, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.list_delete.gone	393	pass	24s	load1=18.81	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_2888f0429f12 answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 127, 'y': 668, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.list_delete.undo	1440	pass	36s	load1=19.17	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_be2f7c7c73fc answered 200 | readable_text: 'Restored Atlas list delete' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 621, 'y': 788, 'w': 198, 'h': 27}
phase-b65107f5	case.p8.list_delete.undo	393	pass	19s	load1=21.47	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_93a3482d4066 answered 200 | readable_text: 'Restored Atlas list delete' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 98, 'y': 668, 'w': 198, 'h': 27}
phase-b65107f5	case.p8.list_delete.long_list_393	1440	pass	36s	load1=20.76	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_2d16bde3753f answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 1440, 'height': 900} with rect {'x': 651, 'y': 788, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.list_delete.long_list_393	393	pass	23s	load1=20.11	NOTE: predicate: all_of: protocol_reads: GET /api/decisions/decision_d24d5e3504a1 answered 404 | readable_text: 'Removal committed' is readable in viewport {'width': 393, 'height': 852} with rect {'x': 127, 'y': 668, 'w': 138, 'h': 27}
phase-b65107f5	case.p8.list_delete.gone.op	op	pass	4s	load1=14.93	NOTE: predicate: all 7 facts hold: observe_at <root> holds; op read #0 (decision.read) error holds; op read #1 (kernel.receipt.read) objects.0.receipt.operation_id holds; op read #1 (kernel.receipt.read) objects.0.operation.name holds; op read #1 (kernel.receipt.read) objects.0.receipt.state holds; op rea
